-45.8500	-23.1833
-49.4100	-24.0400
-47.6400	-23.4400
-47.7167	-0.6000
-43.8900	-19.6270
-52.3430	-31.7720
-50.7810	-29.6510
-48.4833	-0.2666
-51.3760	-29.5870
-43.4160	-20.3780
-51.6700	-29.4500
-50.8160	-29.3660
-49.7270	-29.3350
-49.1500	-22.3167
-48.4000	-22.7833
-44.6390	-10.4430
-49.9860	-22.8930
-49.9833	-21.0667
-49.9700	-21.2300
-49.0500	-1.0160
-50.0120	-24.7910
-43.4500	-2.6167
-50.7833	-26.0333
-39.6240	-10.9780
-53.5000	-28.2900
-48.9150	-20.7370
-54.6333	-25.9833
-54.5833	-25.6000
-51.0763	-26.1129
-45.1620	-10.4430
-44.6390	-10.4430
-41.1560	-11.5500
-51.3330	-24.5670
-42.5310	-22.2820
-53.1610	-27.0680
-60.8000	-9.3000
-55.7870	-20.4710
-57.4500	-22.4333
-47.2000	-13.4000
-46.9500	-13.8500
-44.9420	-17.3450
-55.5300	-23.2667
-40.3000	-19.5833
-40.1400	-18.9935
-42.5500	-19.9333
-40.6300	-19.5300
-42.5957	-19.7446
-43.4100	-13.2500
-54.4800	-25.5900
-57.9167	-22.1667
-52.1667	-21.8167
-42.5500	-19.8833
-43.3167	-15.8000
-54.6333	-26.4666
-54.5900	-25.5900
-54.5333	-27.3000
-46.8000	-12.5200
-51.9910	-26.4840
-54.1700	-24.0600
-53.6900	-23.3100
-52.6400	-23.3400
-52.4833	-1.4833
-54.6000	-25.9000
