-121.9182	46.742
-122.66639	47.29028
-124.25833	48.25472
-67.4607	44.6707
-78.8802	39.6965
-98.80037	35.75488
-98.80037	35.75488
-124.10306	48.20444
-124.10306	48.20444
-124.10306	48.20444
-124.10306	48.20444
-124.10306	48.20444
-124.10306	48.20444
-124.10306	48.20444
-124.10306	48.20444
-124.10306	48.20444
-124.10306	48.20444
-124.10306	48.20444
-124.10306	48.20444
-122.68361	47.29333
-122.68361	47.29333
-116.8678	48.6091
-116.8678	48.6091
-116.755	48.1703
-116.755	48.1703
-116.755	48.1703
-116.5412	48.4635
-122.6041	47.09
-104.5039	48.5013
-104.5039	48.5013
-121.13306	45.6865682
-121.92778	45.80417
-121.13306	45.61417
-120.08666	47.4696
-122.7175	46.58194
-122.43389	47.14722
-121.9182	46.742
-122.66639	47.29028
-124.25833	48.25472
-67.4607	44.6707
-78.8802	39.6965
-98.80037	35.75488
-98.80037	35.75488
-124.10306	48.20444
-124.10306	48.20444
-124.10306	48.20444
-124.10306	48.20444
-124.10306	48.20444
-124.10306	48.20444
-124.10306	48.20444
-124.10306	48.20444
-124.10306	48.20444
-124.10306	48.20444
-124.10306	48.20444
-124.10306	48.20444
-122.68361	47.29333
-122.68361	47.29333
-116.8678	48.6091
-116.8678	48.6091
-116.755	48.1703
-116.755	48.1703
-116.755	48.1703
-116.5412	48.4635
-122.6041	47.09
-104.5039	48.5013
-104.5039	48.5013
-121.13306	45.6865682
-121.92778	45.80417
-121.13306	45.61417
-120.08666	47.4696
-122.7175	46.58194
-122.43389	47.14722
-118.1833	34.1
-118.4	37.36
-118.4	37.36

